	WT_R1	WT_R2	mutant_R1	mutant_R2
WBGene00004926	4.43160447965384	3.72778843103395	11.1535915847575	7.65660312718767
WBGene00173635	0	0	0	0
WBGene00044418	0.738600746608973	0	0	0
WBGene00015618	0	0.74555768620679	0	0
WBGene00201381	0	0	0	0
WBGene00021452	0	0	0	0
WBGene00021453	1.47720149321795	1.49111537241358	1.39419894809469	0
WBGene00021454	0	2.23667305862037	1.39419894809469	0
WBGene00018507	1.47720149321795	2.23667305862037	5.57679579237874	0
WBGene00018506	0	0	0	0
WBGene00018493	1.47720149321795	0.74555768620679	0	1.27610052119794
WBGene00018494	0.738600746608973	0.74555768620679	2.78839789618937	0
WBGene00018505	0	0	0	0
WBGene00023287	16.9878171720064	17.1478267827562	37.6433715985565	30.6264125087507
WBGene00018504	0	0	0	0
WBGene00018495	0	0	2.78839789618937	0
WBGene00018503	0	0	0	0
WBGene00018502	0	0	0	0
WBGene00018496	53.1792537558461	27.5856343896512	71.104146352829	48.4918198055219
WBGene00018497	2.21580223982692	1.49111537241358	11.1535915847575	1.27610052119794
WBGene00018498	2.21580223982692	0.74555768620679	6.97099474047343	2.55220104239589
WBGene00018499	0	1.49111537241358	1.39419894809469	0
WBGene00018500	0.738600746608973	0.74555768620679	11.1535915847575	2.55220104239589
WBGene00018501	0	0	0	0
WBGene00017869	1.47720149321795	0	2.78839789618937	1.27610052119794
WBGene00017870	8.86320895930768	1.49111537241358	5.57679579237874	3.82830156359383
WBGene00017878	0	0.74555768620679	1.39419894809469	0
WBGene00017877	1.47720149321795	0.74555768620679	0	0
WBGene00017876	0	1.49111537241358	0	0
WBGene00017871	0.738600746608973	0	0	0
WBGene00017872	0	0.74555768620679	0	0
WBGene00017875	0	0.74555768620679	0	0
WBGene00017874	4.43160447965384	2.98223074482716	2.78839789618937	1.27610052119794
WBGene00017873	0	0.74555768620679	0	0
WBGene00021577	7.38600746608973	9.69224992068827	4.18259684428406	3.82830156359383
WBGene00021578	0	0.74555768620679	1.39419894809469	0
WBGene00021576	0	1.49111537241358	4.18259684428406	2.55220104239589
WBGene00000106	60.5652612219358	55.9168264655093	59.9505547680715	59.9767244963034
WBGene00220060	0	0	0	0
WBGene00195437	0.738600746608973	0	0	0
WBGene00198294	0	0	0	0
WBGene00020309	0	0	0	0
WBGene00020308	0	0	0	0
WBGene00020307	1.47720149321795	0	1.39419894809469	0
WBGene00020306	1825.82104561738	1903.40877288594	1802.69923988643	1909.04637971213
WBGene00020311	7.38600746608973	8.20113454827469	5.57679579237874	10.2088041695836
WBGene00020305	0	0.74555768620679	0	0
WBGene00020304	4.43160447965384	7.4555768620679	6.97099474047343	1.27610052119794
WBGene00019927	0	2.98223074482716	0	0
WBGene00019926	0	0.74555768620679	0	0
WBGene00019925	1.47720149321795	0.74555768620679	1.39419894809469	0
WBGene00019924	3.69300373304487	8.20113454827469	5.57679579237874	1.27610052119794
WBGene00019923	3.69300373304487	2.23667305862037	0	0
WBGene00045302	28.066828371141	34.2956535655123	0	5.10440208479178
WBGene00019928	6.64740671948076	5.21890380344753	0	2.55220104239589
WBGene00019922	59.0880597287179	74.555768620679	5.57679579237874	8.93270364838561
WBGene00019929	0	1.49111537241358	2.78839789618937	1.27610052119794
WBGene00019930	3.69300373304487	2.23667305862037	1.39419894809469	1.27610052119794
WBGene00019921	0	0	0	1.27610052119794
WBGene00019920	2.95440298643589	2.23667305862037	2.78839789618937	2.55220104239589
WBGene00019919	0.738600746608973	1.49111537241358	1.39419894809469	1.27610052119794
WBGene00019918	5.90880597287179	7.4555768620679	6.97099474047343	8.93270364838561
WBGene00019917	0	0	0	0
WBGene00016303	73.1214739142884	64.8635186999907	30.6723768580831	40.8352166783342
WBGene00016304	5.17020522626281	2.23667305862037	2.78839789618937	2.55220104239589
WBGene00016305	11.0790111991346	14.9111537241358	1.39419894809469	3.82830156359383
WBGene00016302	0.738600746608973	0.74555768620679	0	0
WBGene00016301	0	0	0	0
WBGene00016309	23.6352238914871	21.6211728999969	0	2.55220104239589
WBGene00016300	0	0	0	0
WBGene00235351	9.60180970591665	15.6567114103426	9.7593926366628	1.27610052119794
WBGene00016306	0.738600746608973	0	1.39419894809469	1.27610052119794
WBGene00016307	139.595541109096	131.218152772395	33.4607747542725	25.5220104239589
WBGene00016299	1406.29582154349	1640.97246734115	1263.14424697379	1262.06341546477
WBGene00016308	1.47720149321795	1.49111537241358	2.78839789618937	0
WBGene00016298	2.21580223982692	3.72778843103395	1.39419894809469	0
WBGene00044419	1.47720149321795	2.98223074482716	0	2.55220104239589
WBGene00016297	0	0.74555768620679	0	0
WBGene00016296	0	0	0	0
WBGene00005479	0	0	0	0
WBGene00016295	124.823526176917	109.596979872398	11.1535915847575	16.5893067755733
WBGene00018456	474.92028006957	494.304745955102	160.332879030889	177.377972446514
WBGene00018455	56.133656742282	52.9345957206821	5.57679579237874	10.2088041695836
WBGene00018454	0	0	0	0
WBGene00018457	5.17020522626281	2.23667305862037	1.39419894809469	2.55220104239589
WBGene00018458	16.2492164253974	15.6567114103426	5.57679579237874	7.65660312718767
WBGene00018452	8.12460821269871	7.4555768620679	2.78839789618937	1.27610052119794
WBGene00018459	0.738600746608973	2.98223074482716	0	1.27610052119794
WBGene00018451	0	0	0	0
WBGene00018460	1.47720149321795	2.23667305862037	0	2.55220104239589
WBGene00018450	0	0	0	0
WBGene00018461	0.738600746608973	2.23667305862037	0	1.27610052119794
WBGene00018449	0	0.74555768620679	0	0
WBGene00018448	1.47720149321795	0.74555768620679	1.39419894809469	0
WBGene00019700	66.4740671948076	61.1357302689568	6.97099474047343	15.3132062543753
WBGene00019699	4.43160447965384	2.23667305862037	1.39419894809469	3.82830156359383
WBGene00019702	27.328227624532	34.2956535655123	0	5.10440208479178
WBGene00019703	8.12460821269871	7.4555768620679	0	3.82830156359383
WBGene00019705	246.692649367397	308.660882089611	37.6433715985565	48.4918198055219
WBGene00006195	0	0	0	0
WBGene00019704	11.0790111991346	10.4378076068951	4.18259684428406	7.65660312718767
WBGene00220026	0	0	0	0
WBGene00023315	2.95440298643589	0.74555768620679	1.39419894809469	1.27610052119794
WBGene00019312	17.7264179186154	28.331192075858	1.39419894809469	1.27610052119794
WBGene00019311	8.12460821269871	20.8756152137901	2.78839789618937	8.93270364838561
WBGene00019313	14.7720149321795	14.9111537241358	4.18259684428406	6.38050260598972
WBGene00195238	0	0	0	0
WBGene00019310	0	0	0	0
WBGene00019314	0	1.49111537241358	1.39419894809469	1.27610052119794
WBGene00019316	515.543321133063	541.27488018613	52.9795600275981	74.0138302294808
WBGene00219708	0	0	0	0
WBGene00019309	4.43160447965384	8.20113454827469	0	0
WBGene00019315	0	0	1.39419894809469	0
WBGene00019306	0.738600746608973	0	0	0
WBGene00023316	0	0	1.39419894809469	0
WBGene00004902	4.43160447965384	3.72778843103395	0	2.55220104239589
WBGene00020471	3.69300373304487	5.96446148965432	1.39419894809469	0
WBGene00020476	3.69300373304487	4.47334611724074	1.39419894809469	0
WBGene00023346	0	0	1.39419894809469	0
WBGene00023137	0	0	0	0
WBGene00000617	16.9878171720064	24.6034036448241	97.593926366628	58.7006239751055
WBGene00197478	0	0	0	0
WBGene00198255	0	0	0	0
WBGene00020472	11.8176119457436	8.20113454827469	4.18259684428406	7.65660312718767
WBGene00020473	192.036194118333	230.377325037898	114.324313743764	91.879237526252
WBGene00020474	7.38600746608973	6.71001917586111	1.39419894809469	0
WBGene00020475	59.0880597287179	61.1357302689568	37.6433715985565	38.2830156359383
WBGene00021103	252.601455340269	246.779594134448	182.640062200404	229.69809381563
WBGene00006387	100.44970153882	99.1591722655031	93.411329522344	116.125147429013
WBGene00021104	43.5774440499294	33.5500958793056	40.4317694947459	37.0069151147404
WBGene00004076	231.920634435218	240.069574958586	214.706638006582	204.176083391671
WBGene00021105	2.21580223982692	4.47334611724074	0	0
WBGene00020740	1.47720149321795	2.98223074482716	2.78839789618937	0
WBGene00020739	0	0	0	0
WBGene00020741	0	0	4.18259684428406	1.27610052119794
WBGene00044430	0	0.74555768620679	0	0
WBGene00003545	0.738600746608973	2.23667305862037	2.78839789618937	1.27610052119794
WBGene00021760	0	0	0	0
WBGene00018734	5.90880597287179	5.21890380344753	9.7593926366628	1.27610052119794
WBGene00018572	22.1580223982692	26.8400767034444	87.8345337299652	49.7679203267198
WBGene00202164	0	0	0	0
WBGene00199388	0	0	0	0
WBGene00201491	0	0	0	0
WBGene00202296	0	0	0	0
WBGene00201145	0	0	0	0
WBGene00018575	86.4162873532499	99.1591722655031	12.5477905328522	14.0371057331774
WBGene00165536	0	0	0	0
WBGene00023410	0.738600746608973	0	0	0
WBGene00018574	0	0	0	0
WBGene00018573	0.738600746608973	0.74555768620679	4.18259684428406	0
WBGene00005813	1.47720149321795	1.49111537241358	1.39419894809469	3.82830156359383
WBGene00021968	59.0880597287179	73.8102109344722	12.5477905328522	7.65660312718767
WBGene00021974	0	0.74555768620679	0	0
WBGene00023499	0	0	0	1.27610052119794
WBGene00021969	13.2948134389615	10.4378076068951	6.97099474047343	2.55220104239589
WBGene00021967	0	0	0	1.27610052119794
WBGene00021970	4.43160447965384	8.20113454827469	2.78839789618937	1.27610052119794
WBGene00021971	265.157668032621	255.726286368929	209.129842214203	151.855962022555
WBGene00021966	196.467798597987	198.318344531006	22.307183169515	33.1786135511466
WBGene00021965	0.738600746608973	0.74555768620679	0	0
WBGene00021972	4.43160447965384	2.98223074482716	6.97099474047343	2.55220104239589
WBGene00021973	51.7020522626281	57.4079418379228	44.6143663390299	49.7679203267198
WBGene00202324	0	0	0	0
WBGene00000112	554.689160703339	495.050303641309	270.474595930369	294.779220396725
WBGene00018974	229.704832195391	207.265036765488	202.158847473729	210.556585997661
WBGene00195498	0	0	1.39419894809469	0
WBGene00196481	0	0	0	0
WBGene00172169	0.738600746608973	0	0	0
WBGene00006924	321.291324774903	369.796612358568	344.367140179387	373.897452710998
WBGene00197171	0	0.74555768620679	0	0
WBGene00002176	329.415932987602	501.014765130963	6.97099474047343	12.7610052119794
WBGene00023296	0	0	0	0
WBGene00023297	0	0	0	0
WBGene00023298	0	0	0	0
WBGene00023299	0	0	0	0
WBGene00198185	0	0	0	0
WBGene00199720	0	0	0	0
WBGene00200432	0	0	0	0
WBGene00015728	7.38600746608973	5.96446148965432	41.8259684428406	6.38050260598972
WBGene00015729	0.738600746608973	1.49111537241358	0	0
WBGene00202438	0	0	0	0
WBGene00201405	0	0	0	0
WBGene00023293	0	0	0	0
WBGene00023294	0	0	0	0
WBGene00018817	19.9422201584423	22.3667305862037	23.7013821176097	26.7981109451568
WBGene00018819	70.1670709278525	55.1712687793025	61.3447537161662	81.6704333566685
WBGene00198752	0	0	0	0
WBGene00195695	0	0	0	0
WBGene00196749	0	0	0	0
WBGene00196757	0	0	0	0
WBGene00201061	0	0	0	0
WBGene00201647	0	0	0	0
WBGene00198953	0	0	0	0
WBGene00196073	0	0	0	0
WBGene00198621	0	0	0	0
WBGene00044424	1.47720149321795	0.74555768620679	0	0
WBGene00018822	0	0	0	0
WBGene00018820	0	0.74555768620679	1.39419894809469	0
WBGene00201216	0	0	0	0
WBGene00000008	0	0	0	0
WBGene00044425	0	0	1.39419894809469	1.27610052119794
WBGene00018821	1.47720149321795	1.49111537241358	2.78839789618937	0
WBGene00018816	0	0	0	0
WBGene00018815	0	2.23667305862037	0	0
WBGene00021786	0	0.74555768620679	1.39419894809469	0
WBGene00021785	60.5652612219358	71.5735378758519	71.104146352829	61.2528250175013
WBGene00021784	261.464664299577	231.122882724105	246.773213812759	275.637712578756
WBGene00198060	0	0	1.39419894809469	0
WBGene00200446	0	0	0	0
WBGene00200848	0	0	0	0
WBGene00021787	1.47720149321795	0	2.78839789618937	0
WBGene00202126	0	0	0	0
WBGene00196038	0	0	0	0
WBGene00021783	75.3372761541153	76.0468839930926	96.1997274185333	85.4987349202623
WBGene00199611	0	0	0	0
WBGene00200376	0	0	0	0
WBGene00201240	0	0	0	0
WBGene00200887	0	0	0	0
WBGene00198388	0	0	0	0
WBGene00195679	0	0	0	0
WBGene00196179	0	0	0	0
WBGene00195612	0	0	0	0
WBGene00021788	0.738600746608973	1.49111537241358	0	0
WBGene00202362	0	0	0	0
WBGene00199962	0	0	0	0
WBGene00199232	0	0	0	0
WBGene00200052	0	0	0	0
WBGene00201728	0	0	0	0
WBGene00202193	0	0	0	0
WBGene00198866	0	0	0	0
WBGene00197947	0	0	0	0
WBGene00196114	0	0	0	0
WBGene00196299	0	0	0	0
WBGene00021789	327.938731494384	302.696420599957	271.868794878464	341.994939681049
WBGene00200703	0	0	0	0
WBGene00201708	0	0	0	0
WBGene00021781	11.0790111991346	11.9289229793086	16.7303873771362	8.93270364838561
WBGene00021790	291.008694163936	301.95086291375	13.9419894809469	16.5893067755733
WBGene00021780	0.738600746608973	0.74555768620679	0	0
WBGene00044439	136.64113812266	89.4669223448148	19.5187852733256	24.2459099027609
WBGene00021791	0	1.49111537241358	0	2.55220104239589
WBGene00021779	0	0	0	2.55220104239589
WBGene00000646	0	0	0	0
WBGene00044643	0	0.74555768620679	0	0
WBGene00023309	0	0	0	0
WBGene00023310	0	0	0	0
WBGene00023311	0	0	0	0
WBGene00023312	0	0	0	0
WBGene00019208	14.0334141855705	17.1478267827562	13.9419894809469	21.6937088603651
WBGene00019209	50.9634515160192	70.0824225034383	46.0085652871246	48.4918198055219
WBGene00019207	24.3738246380961	30.5678651344784	6.97099474047343	8.93270364838561
WBGene00220177	0	0	0	0
WBGene00021772	0.738600746608973	1.49111537241358	0	1.27610052119794
WBGene00044645	0	0	0	0
WBGene00195929	8.12460821269871	6.71001917586111	22.307183169515	8.93270364838561
WBGene00023177	0	0	0	0
WBGene00005704	0.738600746608973	2.23667305862037	2.78839789618937	1.27610052119794
WBGene00021778	1.47720149321795	0.74555768620679	1.39419894809469	0
WBGene00200653	0	0	0	0
WBGene00196750	0	0	0	0
WBGene00021776	0	0	0	0
WBGene00021774	2.21580223982692	1.49111537241358	0	0
WBGene00021773	0.738600746608973	0	0	0
WBGene00019416	4.43160447965384	5.21890380344753	2.78839789618937	1.27610052119794
WBGene00044697	0	0	0	0
WBGene00019415	5.17020522626281	2.98223074482716	9.7593926366628	5.10440208479178
WBGene00045486	0.738600746608973	3.72778843103395	0	0
WBGene00019417	32.4984328507948	35.7867689379259	11.1535915847575	17.8654072967712
WBGene00173988	0	0	0	0
WBGene00019414	48.7476492761922	55.9168264655093	2.78839789618937	8.93270364838561
WBGene00019418	9.60180970591665	11.9289229793086	1.39419894809469	2.55220104239589
WBGene00019413	5.17020522626281	2.98223074482716	0	1.27610052119794
WBGene00219239	0.738600746608973	4.47334611724074	0	1.27610052119794
WBGene00019419	0.738600746608973	0	0	0
WBGene00019412	2.21580223982692	0.74555768620679	0	1.27610052119794
WBGene00019420	100.44970153882	131.963710458602	34.8549737023671	28.0742114663548
WBGene00019421	0.738600746608973	1.49111537241358	1.39419894809469	0
WBGene00020326	0.738600746608973	0.74555768620679	1.39419894809469	0
WBGene00219321	0	0	0	0
WBGene00020327	2.21580223982692	0	1.39419894809469	0
WBGene00194704	0	0	0	0
WBGene00044429	0	0	0	0
WBGene00020328	0.738600746608973	0.74555768620679	1.39419894809469	1.27610052119794
WBGene00020325	0	0.74555768620679	0	0
WBGene00020329	0	0	0	1.27610052119794
WBGene00006464	0	0.74555768620679	0	0
WBGene00015595	0	0.74555768620679	0	0
WBGene00201668	0	0	0	0
WBGene00015596	0	0	1.39419894809469	0
WBGene00015597	0.738600746608973	0.74555768620679	0	0
WBGene00015598	0.738600746608973	1.49111537241358	5.57679579237874	0
WBGene00015594	3.69300373304487	1.49111537241358	30.6723768580831	21.6937088603651
WBGene00015599	0.738600746608973	2.23667305862037	5.57679579237874	0
WBGene00015600	0	1.49111537241358	2.78839789618937	2.55220104239589
WBGene00015601	151.41315305484	171.478267827562	57.1621568718821	75.2899307506787
WBGene00015602	0	0.74555768620679	1.39419894809469	0
WBGene00015603	0	0	0	1.27610052119794
WBGene00015604	0.738600746608973	0.74555768620679	0	0
WBGene00044415	0	0	0	0
WBGene00044416	0	0	0	0
WBGene00015605	0.738600746608973	0.74555768620679	2.78839789618937	2.55220104239589
WBGene00015593	0	0	0	0
WBGene00005177	0	0	0	0
WBGene00005293	6.64740671948076	3.72778843103395	4.18259684428406	0
WBGene00022556	0.738600746608973	0.74555768620679	1.39419894809469	0
WBGene00194714	8.12460821269871	9.69224992068827	4.18259684428406	0
WBGene00044695	2.95440298643589	2.23667305862037	0	1.27610052119794
WBGene00022558	14.7720149321795	17.1478267827562	5.57679579237874	5.10440208479178
WBGene00022559	58.3494589821089	52.9345957206821	8.36519368856812	6.38050260598972
WBGene00022560	76.8144776473332	74.555768620679	9.7593926366628	19.1415078179692
WBGene00022557	17.7264179186154	32.058980506892	5.57679579237874	5.10440208479178
WBGene00022561	8.12460821269871	6.71001917586111	4.18259684428406	1.27610052119794
WBGene00022555	51.7020522626281	55.1712687793025	5.57679579237874	11.4849046907815
WBGene00022562	2.95440298643589	1.49111537241358	0	0
WBGene00022563	0.738600746608973	0	0	1.27610052119794
WBGene00022564	359.69856359857	386.944439141324	382.010511777944	413.456568868134
WBGene00022554	11.8176119457436	15.6567114103426	8.36519368856812	6.38050260598972
WBGene00022553	0	0	0	0
WBGene00005844	0	0	5.57679579237874	0
WBGene00003734	0.738600746608973	0	1.39419894809469	0
WBGene00019037	66.4740671948076	73.0646532482654	11.1535915847575	10.2088041695836
WBGene00019038	0	0.74555768620679	1.39419894809469	0
WBGene00019036	0	0.74555768620679	0	0
WBGene00019035	82.723283620205	83.5024608551605	12.5477905328522	17.8654072967712
WBGene00019034	10.3404104525256	13.4200383517222	4.18259684428406	3.82830156359383
WBGene00019039	5.17020522626281	9.69224992068827	0	0
WBGene00019040	1.47720149321795	2.98223074482716	8.36519368856812	1.27610052119794
WBGene00019041	2.21580223982692	1.49111537241358	0	1.27610052119794
WBGene00019042	2.21580223982692	3.72778843103395	2.78839789618937	1.27610052119794
